unique_id,ds,leavers_count,hires_count,sickness_pct
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/07/2021,0,2,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/08/2021,0,1,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/09/2021,0,3,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/05/2022,0,1,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/11/2022,0,2,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/06/2023,0,2,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/09/2023,0,2,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/10/2023,0,1,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/11/2023,0,2,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/04/2024,2,0,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/06/2024,1,1,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/07/2024,2,1,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/09/2024,1,0,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/11/2024,1,0,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/01/2025,1,1,
A&EAdminTeam76200_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/02/2025,5,1,
A&EMedicalStaff76202_MedicalServices_AddProfScientificandTechnic_EmergencyCareDEPT,01/09/2021,0,1,
A&EMedicalStaff76202_MedicalServices_AddProfScientificandTechnic_EmergencyCareDEPT,01/11/2021,0,1,
A&EMedicalStaff76202_MedicalServices_AlliedHealthProfessionals_EmergencyCareDEPT,01/05/2023,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/06/2021,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/07/2021,0,3,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/08/2021,0,4,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/09/2021,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/10/2021,0,3,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/11/2021,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/02/2022,0,4,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/03/2022,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/05/2022,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/07/2022,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/08/2022,0,5,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/09/2022,0,9,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/10/2022,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/11/2022,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/12/2022,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/01/2023,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/05/2023,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/06/2023,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/07/2023,0,3,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/08/2023,0,12,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/09/2023,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/10/2023,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/11/2023,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/02/2024,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/03/2024,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/04/2024,1,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/05/2024,1,0,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/07/2024,3,3,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/08/2024,0,3,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/09/2024,1,3,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/11/2024,0,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/12/2024,1,0,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/01/2025,1,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/02/2025,0,1,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/03/2025,1,2,
A&EMedicalStaff76202_MedicalServices_MedicalandDental_EmergencyCareDEPT,01/04/2025,1,0,
AAAScreening10014_SurgicalServices_AdditionalClinicalServices_Vascular,01/02/2023,0,1,
AAAScreening10014_SurgicalServices_AdditionalClinicalServices_Vascular,01/03/2023,0,1,
AAAScreening10014_SurgicalServices_AdditionalClinicalServices_Vascular,01/11/2023,0,2,
AAAScreening10014_SurgicalServices_AdditionalClinicalServices_Vascular,01/04/2024,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/05/2021,0,2,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/08/2021,0,3,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/09/2021,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/02/2022,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/03/2022,0,3,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/05/2022,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/07/2022,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/08/2022,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/09/2022,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/12/2022,0,2,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/01/2023,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/02/2023,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/03/2023,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/04/2023,0,2,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/05/2023,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/06/2023,0,4,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/07/2023,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/08/2023,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/10/2023,0,2,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/01/2024,0,3,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/02/2024,0,3,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/03/2024,0,2,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/05/2024,0,1,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/08/2024,1,0,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/09/2024,1,0,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/12/2024,2,0,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/01/2025,1,0,
AAndEDepartment20002_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/04/2025,2,2,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/06/2021,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/09/2021,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/10/2021,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/11/2021,0,2,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/05/2022,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/07/2022,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/10/2022,0,3,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/09/2023,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/11/2023,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/02/2024,0,1,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/06/2024,2,0,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/08/2024,1,0,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/09/2024,2,0,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/10/2024,1,0,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/12/2024,2,0,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/02/2025,2,0,
AAndEDepartment20002_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/04/2025,1,0,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/01/2023,0,1,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/08/2023,0,1,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/02/2024,0,1,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/08/2024,2,2,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/10/2024,2,1,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/12/2024,1,0,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/01/2025,0,2,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/03/2025,1,0,
AAndEReceptionists20001_MedicalServices_AdministrativeandClerical_EmergencyCareDEPT,01/04/2025,1,0,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/02/2023,0,2,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/12/2023,0,2,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/01/2024,0,1,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/02/2024,0,1,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/08/2024,1,0,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/12/2024,1,0,
AAndEReceptionists20001_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/01/2025,1,1,
ADHD59400_MentalHealthandLearningDisabilities_AdministrativeandClerical_ADHD,01/06/2022,0,1,
ADHD59400_MentalHealthandLearningDisabilities_AdministrativeandClerical_ADHD,01/02/2024,0,1,
ADHD59400_MentalHealthandLearningDisabilities_AdministrativeandClerical_ADHD,01/07/2024,1,0,
ADHD59400_MentalHealthandLearningDisabilities_AdministrativeandClerical_ADHD,01/08/2024,1,0,
ADHD59400_MentalHealthandLearningDisabilities_AdministrativeandClerical_ADHD,01/10/2024,1,0,
ADHD59400_MentalHealthandLearningDisabilities_AdministrativeandClerical_ADHD,01/12/2024,0,1,
ADHD59400_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_ADHD,01/12/2021,0,1,
ADHD59400_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_ADHD,01/01/2022,0,1,
ADHD59400_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_ADHD,01/06/2023,0,1,
ADHD59400_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_ADHD,01/08/2024,2,0,
ADHD59400_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_ADHD,01/09/2024,1,0,
AHPProfessionalLeadPosts00218_CorporateSupportServices_AdministrativeandClerical_DeputyDirectorofNursing,01/03/2025,1,0,
AHPProfessionalLeadPosts00218_CorporateSupportServices_AlliedHealthProfessionals_DeputyDirectorofNursing,01/09/2024,1,0,
AHPProfessionalLeadPosts00218_CorporateSupportServices_AlliedHealthProfessionals_DeputyDirectorofNursing,01/01/2025,1,0,
AHPProfessionalLeadPosts00218_CorporateSupportServices_AlliedHealthProfessionals_DeputyDirectorofNursing,01/03/2025,1,0,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/05/2021,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/09/2021,0,3,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/10/2021,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/11/2021,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/02/2022,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/03/2022,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/07/2022,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/10/2022,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/11/2022,0,2,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/12/2022,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/01/2023,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/03/2023,0,2,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/01/2024,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/02/2024,0,1,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/05/2024,0,2,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/12/2024,0,2,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/01/2025,0,2,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/02/2025,0,3,
AMU-6B76209_MedicalServices_AdditionalClinicalServices_Acute/GeneralMedicineDEPT,01/03/2025,0,2,
AMU-6B76209_MedicalServices_NursingandMidwiferyRegistered_Acute/GeneralMedicineDEPT,01/09/2021,0,1,
AMU-6B76209_MedicalServices_NursingandMidwiferyRegistered_Acute/GeneralMedicineDEPT,01/09/2024,1,0,
AMU-6B76209_MedicalServices_NursingandMidwiferyRegistered_Acute/GeneralMedicineDEPT,01/12/2024,0,1,
AMU-6B76209_MedicalServices_NursingandMidwiferyRegistered_Acute/GeneralMedicineDEPT,01/04/2025,2,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/07/2021,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/08/2021,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/11/2021,0,3,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/01/2022,0,3,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/02/2022,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/03/2022,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/04/2022,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/03/2023,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/04/2023,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/07/2023,0,2,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/08/2023,0,2,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/01/2024,0,1,
AMU-6B76209_MedicalServices_Students_Acute/GeneralMedicineDEPT,01/04/2024,0,1,
AMUMedStaff20200_MedicalServices_AddProfScientificandTechnic_Acute/GeneralMedicineDEPT,01/11/2022,0,1,
AMUMedStaff20200_MedicalServices_AddProfScientificandTechnic_Acute/GeneralMedicineDEPT,01/11/2023,0,1,
AMUMedStaff20200_MedicalServices_AddProfScientificandTechnic_Acute/GeneralMedicineDEPT,01/03/2025,0,2,
AMUMedStaff20200_MedicalServices_AlliedHealthProfessionals_Acute/GeneralMedicineDEPT,01/08/2022,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/07/2021,0,7,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/08/2021,0,10,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/09/2021,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/11/2021,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/01/2022,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/07/2022,0,7,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/08/2022,0,11,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/10/2022,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/11/2022,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/07/2023,0,8,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/08/2023,0,7,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/10/2023,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/12/2023,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/01/2024,0,2,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/02/2024,0,3,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/03/2024,0,2,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/04/2024,0,2,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/07/2024,0,9,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/08/2024,0,4,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/09/2024,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/12/2024,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/01/2025,0,1,
AMUMedStaff20200_MedicalServices_MedicalandDental_Acute/GeneralMedicineDEPT,01/02/2025,0,2,
AOTSouthSomerset51201_MentalHealthandLearningDisabilities_AdditionalClinicalServices_AOTEast,01/12/2024,1,0,
AOTSouthSomerset51201_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_AOTEast,01/09/2022,0,1,
AOTSouthSomerset51201_MentalHealthandLearningDisabilities_NursingandMidwiferyRegistered_AOTEast,01/08/2024,1,1,
APPTSSouthSomerset51231_MentalHealthandLearningDisabilities_AddProfScientificandTechnic_CMHSEast,01/10/2021,0,2,
APPTSSouthSomerset51231_MentalHealthandLearningDisabilities_AddProfScientificandTechnic_CMHSEast,01/03/2025,1,0,
APPTSSouthSomerset51231_MentalHealthandLearningDisabilities_AddProfScientificandTechnic_CMHSEast,01/04/2025,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/08/2021,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/09/2021,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/03/2022,0,2,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/05/2022,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/07/2022,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/11/2022,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/03/2023,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/05/2023,0,2,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/10/2023,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/11/2023,0,3,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/12/2023,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/01/2024,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/07/2024,1,0,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/10/2024,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/12/2024,0,1,
Accident&Emergency76204_MedicalServices_AdditionalClinicalServices_EmergencyCareDEPT,01/02/2025,1,1,
Accident&Emergency76204_MedicalServices_EstatesandAncillary_EmergencyCareDEPT,01/11/2024,1,0,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/09/2021,0,1,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/06/2022,0,1,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/02/2023,0,1,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/09/2023,0,1,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/11/2023,0,1,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/01/2024,0,1,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/05/2024,2,0,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/07/2024,2,0,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/08/2024,1,0,
Accident&Emergency76204_MedicalServices_NursingandMidwiferyRegistered_EmergencyCareDEPT,01/03/2025,1,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/06/2021,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/08/2021,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/10/2021,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/02/2023,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/03/2023,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/08/2023,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/10/2023,0,1,
Accident&Emergency76204_MedicalServices_Students_EmergencyCareDEPT,01/11/2023,0,2,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/09/2021,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/11/2021,0,2,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/12/2021,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/02/2022,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/04/2022,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/05/2022,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/06/2022,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/08/2022,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/09/2022,0,2,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/11/2022,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/03/2023,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/04/2023,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/05/2023,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/07/2023,0,3,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/08/2023,0,1,
AcuteFrailtyUnit20402_MedicalServices_AdditionalClinicalServices_CareoftheOlderPersonDEPT,01/11/2023,0,1,
