unique_id,ds,Naive,Naive/BottomUp,Naive/MinTrace_method-ols,Naive/MinTrace_method-mint_shrink
NHS,2024-04-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-05-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-06-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-07-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-08-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-09-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-10-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-11-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2024-12-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2025-01-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2025-02-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2025-03-01,19571.3,19611.300000000007,19571.49495668268,17684.247111580244
NHS,2025-04-01,19571.3,19611.300000000003,19571.494956682658,17684.24711158025
NHS/CYP & Families Services,2024-04-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-05-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-06-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-07-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-08-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-09-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-10-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-11-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2024-12-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2025-01-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2025-02-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2025-03-01,1724.42,1728.42,1724.4088828069769,1501.116967739573
NHS/CYP & Families Services,2025-04-01,1724.42,1728.42,1724.4088828069766,1501.1169677395733
NHS/Clinical Support and Cancer Services,2024-04-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-05-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-06-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-07-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-08-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-09-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-10-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-11-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2024-12-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2025-01-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2025-02-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2025-03-01,1795.01,1802.0099999999998,1795.0928942720045,230.1686706745679
NHS/Clinical Support and Cancer Services,2025-04-01,1795.01,1802.0099999999998,1795.0928942720043,230.1686706745678
NHS/Corporate Support Services,2024-04-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-05-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-06-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-07-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-08-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-09-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-10-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-11-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2024-12-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2025-01-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2025-02-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2025-03-01,2482.29,2492.29,2482.4667614804634,1586.7684676982026
NHS/Corporate Support Services,2025-04-01,2482.29,2492.29,2482.466761480463,1586.7684676982026
NHS/Medical Services,2024-04-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-05-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-06-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-07-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-08-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-09-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-10-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-11-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2024-12-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2025-01-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2025-02-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2025-03-01,3157.48,3159.48,3157.4142868197373,2105.462935861602
NHS/Medical Services,2025-04-01,3157.48,3159.4800000000005,3157.414286819737,2105.462935861602
NHS/Mental Health and Learning Disabilities,2024-04-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-05-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-06-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-07-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-08-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-09-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-10-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-11-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2024-12-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2025-01-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2025-02-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2025-03-01,2422.51,2427.5099999999998,2422.5462363865645,4567.637433294259
NHS/Mental Health and Learning Disabilities,2025-04-01,2422.51,2427.51,2422.5462363865645,4567.637433294258
NHS/Neighbourhood Services,2024-04-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-05-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-06-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-07-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-08-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-09-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-10-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-11-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2024-12-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2025-01-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2025-02-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2025-03-01,3109.03,3110.03,3108.9062363865637,2565.229812623456
NHS/Neighbourhood Services,2025-04-01,3109.03,3110.03,3108.906236386564,2565.229812623456
NHS/Operational Management,2024-04-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-05-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-06-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-07-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-08-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-09-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-10-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-11-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2024-12-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2025-01-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2025-02-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2025-03-01,236.17999999999998,238.18,236.20503225759197,126.74650600409345
NHS/Operational Management,2025-04-01,236.17999999999998,238.18,236.20503225759194,126.74650600409345
NHS/SSL Corporate,2024-04-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-05-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-06-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-07-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-08-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-09-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-10-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-11-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2024-12-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2025-01-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2025-02-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2025-03-01,322.8,323.8,322.7399258746131,666.247272193071
NHS/SSL Corporate,2025-04-01,322.8,323.8,322.7399258746131,666.2472721930709
NHS/Surgical Services,2024-04-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-05-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-06-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-07-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-08-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-09-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-10-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-11-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2024-12-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2025-01-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2025-02-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2025-03-01,4321.58,4329.58,4321.71470039815,4334.869045491423
NHS/Surgical Services,2025-04-01,4321.58,4329.58,4321.714700398151,4334.869045491423
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-04-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-05-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-06-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-07-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-08-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-09-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-10-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-11-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2024-12-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2025-01-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2025-02-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2025-03-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Add Prof Scientific and Technic,2025-04-01,51.21,53.21,51.57212038276972,-33.48799378665272
NHS/CYP & Families Services/Additional Clinical Services,2024-04-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-05-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-06-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-07-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-08-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-09-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-10-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-11-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2024-12-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2025-01-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2025-02-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2025-03-01,565.89,565.89,565.7521203827692,542.6680727947795
NHS/CYP & Families Services/Additional Clinical Services,2025-04-01,565.89,565.89,565.7521203827691,542.6680727947795
NHS/CYP & Families Services/Administrative and Clerical,2024-04-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-05-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-06-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-07-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-08-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-09-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-10-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-11-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2024-12-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2025-01-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2025-02-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2025-03-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Administrative and Clerical,2025-04-01,209.48,209.48,209.3421203827698,70.94215400471344
NHS/CYP & Families Services/Allied Health Professionals,2024-04-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-05-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-06-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-07-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-08-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-09-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-10-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-11-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2024-12-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2025-01-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2025-02-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2025-03-01,16.22,18.22,16.58212038276969,-44.171737722432
NHS/CYP & Families Services/Allied Health Professionals,2025-04-01,16.22,18.22,16.58212038276969,-44.171737722432006
NHS/CYP & Families Services/Estates and Ancillary,2024-04-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-05-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-06-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-07-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-08-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-09-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-10-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-11-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2024-12-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2025-01-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2025-02-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2025-03-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Estates and Ancillary,2025-04-01,0.0,0.0,-0.09191974482020271,-1.033294941879019e-11
NHS/CYP & Families Services/Medical and Dental,2024-04-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-05-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-06-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-07-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-08-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-09-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-10-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-11-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2024-12-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2025-01-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2025-02-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2025-03-01,85.56,85.56,85.42212038276986,-166.29995934699897
NHS/CYP & Families Services/Medical and Dental,2025-04-01,85.56,85.56,85.42212038276985,-166.29995934699897
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-04-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-05-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-06-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-07-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-08-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-09-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-10-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-11-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2024-12-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2025-01-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2025-02-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2025-03-01,796.06,796.06,795.9221203827689,1131.7986516598007
NHS/CYP & Families Services/Nursing and Midwifery Registered,2025-04-01,796.06,796.06,795.922120382769,1131.7986516598007
NHS/CYP & Families Services/Students,2024-04-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-05-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-06-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-07-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-08-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-09-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-10-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-11-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2024-12-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2025-01-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2025-02-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2025-03-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/CYP & Families Services/Students,2025-04-01,0.0,0.0,-0.09191974482016474,-0.3322198636263166
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-04-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-05-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-06-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-07-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-08-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-09-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-10-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-11-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2024-12-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2025-01-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2025-02-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2025-03-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Add Prof Scientific and Technic,2025-04-01,72.93,73.93,72.97161178400042,-358.81016170407014
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-04-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-05-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-06-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-07-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-08-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-09-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-10-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-11-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2024-12-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2025-01-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2025-02-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2025-03-01,555.87,555.87,555.6616117840011,267.10827204234056
NHS/Clinical Support and Cancer Services/Additional Clinical Services,2025-04-01,555.87,555.87,555.6616117840013,267.10827204234056
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-04-01,304.5,304.5,304.2916117839998,-109.62078247511448
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-05-01,304.5,304.5,304.2916117839998,-109.62078247511448
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-06-01,304.5,304.5,304.2916117839998,-109.62078247511448
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-07-01,304.5,304.5,304.2916117839998,-109.62078247511448
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-08-01,304.5,304.5,304.2916117839998,-109.62078247511448
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-09-01,304.5,304.5,304.2916117839998,-109.62078247511448
NHS/Clinical Support and Cancer Services/Administrative and Clerical,2024-10-01,304.5,304.5,304.2916117839998,-109.62078247511448
